NAME,TYPE,RESOURCE GROUP,LOCATION,SUBSCRIPTION
storageaccountdatah9138,Storage account,Dataapp-devops,Central US,Dataapp Dev/Test
storageaccountdevopa973,Storage account,devops,West US 2,Cashapp Dev/Test
storageaccountkyrib8562,Storage account,Company1-cnx-erptk,West US,Dataapp Dev/Test
streamset-demo-rg-vnet,Virtual network,streamset-demo-rg,West US,Dataapp Dev/Test
streamset-demo-vm,Virtual machine,streamset-demo-rg,West US,Dataapp Dev/Test
streamset-demo-vm-ip,Public IP address,streamset-demo-rg,West US,Dataapp Dev/Test
streamset-demo-vm-nsg,Network security group,streamset-demo-rg,West US,Dataapp Dev/Test
streamset-demo-vm390,Network Interface,streamset-demo-rg,West US,Dataapp Dev/Test
streamset-demo-vm_OsDisk_1_693b166a9eef4e609514924be937d817,Disk,streamset-demo-rg,West US,Dataapp Dev/Test
tenantcatalog (catalog-mt-bbfa1/tenantcatalog),SQL database,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test
tenants1 (tenants1-mt-bbfa1/tenants1),SQL database,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test
tenants1-mt-bbfa1,SQL server,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test
test-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
test2-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
testdeploybot,Language understanding,deploy-bot,West Central US,Cashapp Dev/Test
timkendevtest,Storage account,project-development,West US 2,Dataapp Dev/Test
TR_DSS-get-IR,Logic app,tr_dss,West US,Cashapp Dev/Test
trade-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
trade-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
trade-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
trade-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
trade-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
trade-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
trade-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
uat-inbound-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
uat-ingestion-engine-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
uat-msgbus-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
uat-outbound-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
uat-report-data-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
uat-reports-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
uat-security-fa-uat-apis,Availability test,fa-uat-test,West US 2,Dataapp Dev/Test
Update-SQLIndexRunbook (devops-automation/Update-SQLIndexRunbook),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test
usdt-aks-devops-centralus-vnet-01,Virtual network,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-aks-devops-clstr-01,Kubernetes service,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-aks-devops-clstr-pip-01,Public IP address,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-aks-devops-ingress-gwy-01,Application gateway,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-aks-shared-centralus-vnet-01,Virtual network,usdt-aks-shared-centralus-rg-01,Central US,DevOps Dev/Test
usdt-backups-Cashapp-centralus-df-001,Data factory (V2),usdt-backups-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-backups-Cashapp-centralus-rv-001,Recovery Services vault,usdt-backups-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-backups-Cashapp-uat-centralus-rv-001,Recovery Services vault,usdt-backups-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-backups-Dataapp-centralus-rv-001,Recovery Services vault,usdt-backups-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-bas-shared-centralus-vnet-001,Virtual network,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-Cashapp-dev-centralus-asp,App Service plan,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-lb-001,Load balancer,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-nsg-001,Network security group,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-pip-001,Public IP address,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-sf-001,Service Fabric cluster,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-vmss-001,Virtual machine scale set,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-dev-centralus-vnet-001,Virtual network,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-asp,App Service plan,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-lb-003,Load balancer,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-nsg-001,Network security group,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-pip-003,Public IP address,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
USDT-Cashapp-HF-CENTRALUS-SF-003,Service Fabric cluster,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-vmss-003,Virtual machine scale set,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-hf-centralus-vnet-001,Virtual network,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-asp,App Service plan,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-lb-001,Load balancer,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-nsg-001,Network security group,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-pip-001,Public IP address,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-sf-001,Service Fabric cluster,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-vmss-001,Virtual machine scale set,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-qa-centralus-vnet-001,Virtual network,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashapp-uat-centralus-asp,App Service plan,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-cosmos-001,Azure Cosmos DB API for MongoDB account,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-lb-001,Load balancer,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-nsg-001,Network security group,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-pip-001,Public IP address,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-servicebus-001,Service Bus Namespace,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-sf-001,Service Fabric cluster,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-sqlserver-001,SQL server,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-vmss-001,Virtual machine scale set,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashapp-uat-centralus-vnet-001,Virtual network,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashappfrontend-dev-centralus-app,App Service,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashappfrontend-hf-centralus-app,App Service,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashappfrontend-qa-centralus-app,App Service,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashappfrontend-uat-centralus-app,App Service,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Cashappgwy-dev-centralus-app,App Service,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashappgwy-hf-centralus-app,App Service,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashappgwy-qa-centralus-app,App Service,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-Cashappgwy-uat-centralus-app,App Service,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-cf-dev-centralus-kv,Key vault,usdt-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-cf-hf-centralus-kv,Key vault,usdt-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-cf-qa-centralus-kv,Key vault,usdt-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-cf-uat-centralus-kv,Key vault,usdt-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-config-Cashapp-centralus-appcs-001,App Configuration,usdt-config-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-config-Cashapp-uat-centralus-appcs-001,App Configuration,usdt-config-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-Dataapp-csdev-centralus-plan,App Service plan,usdt-Dataapp-csdev-apps-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-csdev-sftp-centralus-vnet-001,Virtual network,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-csdev-sftp-centralus-vnet-001-bastion,Bastion,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-csdev-sftp-centralus-vnet-001-ip,Public IP address,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-csdev-sftp-centralus-vnet-001-nsg,Network security group,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-csdev-tests-centralus-appi,Application Insights,usdt-Dataapp-csdev-tests-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-test-centralus-plan,App Service plan,usdt-Dataapp-test-apps-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-test-sftp-centralus-vnet-001,Virtual network,usdt-Dataapp-test-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-test-sftp-centralus-vnet-001-nsg,Network security group,usdt-Dataapp-test-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-Dataapp-test-tests-centralus-appi,Application Insights,usdt-Dataapp-test-tests-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-dh-csdev-cosmos-01,Azure Cosmos DB account,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-dh-csdev-kv,Key vault,usdt-Dataapp-csdev-security-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-dh-test-cosmos-01,Azure Cosmos DB account,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-dh-test-kv,Key vault,usdt-Dataapp-test-security-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-fa-qa-sftp-centralus-vnet-001,Virtual network,fa-qa-sftp-rg-001,Central US,Dataapp Dev/Test
usdt-fa-qa-sftp-centralus-vnet-001-nsg,Network security group,fa-qa-sftp-rg-001,Central US,Dataapp Dev/Test
usdt-fwl-shared-centralus-vnet-001,Virtual network,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-jump-devops-centralus-nic,Network Interface,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-jump-devops-centralus-vm,Virtual machine,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-jump-devops-centralus-vm_OsDisk_1_fb8ad4d151934f44807a7422a009e96a,Disk,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-jump-shared-centralus-nic,Network Interface,usdt-aks-shared-centralus-rg-01,Central US,DevOps Dev/Test
usdt-jump-shared-centralus-vm,Virtual machine,usdt-aks-shared-centralus-rg-01,Central US,DevOps Dev/Test
usdt-jump-shared-centralus-vm_OsDisk_1_ecab33673eab4691ad809f3e9b880d50,Disk,usdt-aks-shared-centralus-rg-01,Central US,DevOps Dev/Test
usdt-logging-Cashapp-centralus-evhns-001,Event Hubs Namespace,usdt-logging-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-logging-Cashapp-centralus-plan-001,App Service plan,usdt-logging-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-logging-Cashapp-evh-func-001,Function App,usdt-logging-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-logging-Cashapp-stg-func-001,Function App,usdt-logging-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdt-logging-Cashapp-uat-centralus-evhns-001,Event Hubs Namespace,usdt-logging-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-logging-Cashapp-uat-centralus-plan-001,App Service plan,usdt-logging-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-logging-Cashapp-uat-evh-func-001,Function App,usdt-logging-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-logging-Cashapp-uat-stg-func-001,Function App,usdt-logging-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdt-logging-Dataapp-appinsights,Application Insights,usdt-logging-Dataapp-centralus-rg-001,West US 2,Dataapp Dev/Test
usdt-logging-Dataapp-centralus-evhns-001,Event Hubs Namespace,usdt-logging-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-logging-Dataapp-centralus-plan-001,App Service plan,usdt-logging-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-logging-Dataapp-evh-func-001,Function App,usdt-logging-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-logging-Dataapp-stg-func-001,Function App,usdt-logging-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test
usdt-logging-devops-law-001,Log Analytics workspace,usdt-aks-devops-centralus-rg-01,Central US,DevOps Dev/Test
usdt-logging-shared-centralus-evhns-001,Event Hubs Namespace,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-logging-shared-centralus-plan-001,App Service plan,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-logging-shared-evh-func-001,Function App,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-logging-shared-evh-func-001,Application Insights,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-logging-shared-law-001,Log Analytics workspace,usdt-aks-shared-centralus-rg-01,Central US,DevOps Dev/Test
usdt-logging-shared-stg-func-001,Function App,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-manage-shared-centralus-law-001,Log Analytics workspace,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-shared-kv-001,Key vault,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-svc-shared-centralus-bas-001,Bastion,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdt-svc-shared-centralus-bas-001PublicIp,Public IP address,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdtCashappappbackup,Storage account,usdt-backups-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdtdhcsdevdla001,Data Lake Analytics,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevdls001,Data Lake Storage Gen1,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevpool01 (usdtdhcsdevsql01/usdtdhcsdevpool01),SQL elastic pool,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevsb,Service Bus Namespace,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevsql01,SQL server,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevsql01-law,Log Analytics workspace,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevst001,Storage account,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevst001-pe,Private endpoint,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhcsdevst001-pe.nic.275c56dc-7aee-428d-ae86-0218907b0f60,Network Interface,usdt-Dataapp-csdev-sftp-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhtestdla001,Data Lake Analytics,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtdhtestdls001,Data Lake Storage Gen1,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
usdtloggingCashappst1,Storage account,usdt-logging-Cashapp-centralus-rg-001,Central US,Cashapp Dev/Test
usdtloggingCashappuatst,Storage account,usdt-logging-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
usdtloggingDataappst1,Storage account,usdt-logging-Dataapp-centralus-rg-001,Central US,Dataapp Dev/Test
usdtloggingshared,Azure Data Explorer Cluster,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdtloggingsharedst001,Storage account,usdt-logging-shared-centralus-rg-001,Central US,DevOps Dev/Test
usdtuatCashappappbackup,Storage account,usdt-backups-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
Use-SqlCommandSample (devops-automation/Use-SqlCommandSample),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test
user-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
user-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
user-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
user-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
user-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
user-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
user-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
usLinux,App Service plan,ca-dev,West US 2,Cashapp Dev/Test
VMInsights(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test
VNet,Virtual network,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test
VNet-fa-Cashapp-dev,Virtual network,fa-tenable-scanner,West US 2,Cashapp Dev/Test
zuul gateway-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
